Why Real Stablecoins Don't Pay Yield | Interview w James & Marco at USDM | Dose of Alpha - Ep. 16
Time	Subtitle	Machine Translation
15:14	are in other ecosystems. I think that's growing. Um, but it happens to be kind	他のエコシステムにあるようなレベルのやるべきことではない。 それは 成長していると思います。 ええと、でもそれはある意味、ネイティブの
15:18	of native onchain users. You're just not seeing that that off-chain user coming	オンチェーンユーザーなんです。 オフチェーンのユーザーが
15:23	in anywhere, not just on Cardano, but any any chain. Maybe now you're starting	どこにも現れていないのが現状です。カルダノだけでなく、どの チェーンでも同じです。
15:27	to see it a bit with tokenized products. Um, so I think you know, you know, first	トークン化された商品で、その兆候が少しずつ見られるようになってきたのかもしれません。 えっと、まず最初に、
15:32	first things first is like depth matters, but really like what are you	深さが重要だということは分かります が、実際には
15:36	going to do with it? Just just tokenizing a dollar doesn't that because	それをどう活用するつもりですか？ ドルをトークン化するだけではダメなのではないでしょうか
15:39	that's what a stable coin is, right? It's a tokenized dollar. Um, doesn't	？それがステーブルコインですよね？ それはトークン化されたドルです。 ええと、
15:42	really do anything or or even better, it's like a tokenized treasury that pays	実際には何も機能しないか、あるいはもっと言えば、
15:46	you no yield for a fiat back stable coin. Like that's not always the easiest	法定通貨に裏付けられたステーブルコインに対して何の利回りも得られないトークン化された国庫のようなものです 。 それって、必ずしも簡単に
15:49	sell, right? So if I want to earn yield, I have to go and deposit it into some	売れるものではないですよね？ つまり、利回りを得たいなら、 何らか …の
15:53	lending protocol. um taking a bunch of risks that a traditional investor like	融資プラットフォームに資金を預け入れる必要があるということだ。
15:57	myself, you know, I I work in Treadfi, like I couldn't convince anyone to put	ええと、私のような伝統的な投資家が、つまり、私はTreadfiで働いているのですが、
16:01	their dollars on chain to earn basically so far or less most of the time uh while	これまで誰にも、基本的に利益を得るために自分のドルをブロックチェーンに預けるように説得できなかったか、ほとんどの場合、
16:06	taking a bunch of more risk that they don't fully understand. So like there	彼らが 完全に理解していない多くのリスクを負っているのです。 つまり、
16:10	needs to be one the opportunity uh or the utility and I think that's kind of	機会 …や 有用性が一つ必要で、それが現在、
16:14	where most of the ecosystem across across different ecosystems lacks	さまざまなエコシステム全体にわたって欠けている点だと私は考えています
16:18	currently. Um, you know, I'm I'm hopeful that the idea of tokenization actually	。 えっと、 トークン化のアイデアによって、オフチェーンに
16:22	brings more capital onchain that exists offchain cuz right now it's the same	存在する資本がオンチェーンにもっと流入することを期待しています。 現状では、同じ
16:26	money just chasing chasing yield flipping between it's getting easier to	お金が利回りを追い求めて、チェーン間を行き来しているだけですが、
16:30	bridge across chains, right? Like it's getting easier to move your money. I can	チェーン間を橋渡しするのが簡単になってきているんですよね？ お金の移動が以前より簡単になっているような感じだ。
16:34	move it from base to ETH mainet to Salana to whatever uh just to chase, you	ベースからETHメインネット、 Salana、その他何でも、
16:40	know, an extra point or two of yield. Like that's that's the money that you're	利回りを1、2ポイントでも上げるために、それを移動させることができます。 つまり、それが
16:43	seeing right now. Like sure, so sure you could bring that money in to Cardano.	今あなたが見ているお金の額です。 もちろん、 そのお金をカルダノに持ち込むことは可能です。
16:46	you're going to be paying incentives in some form or fashion because the native	国内需要が必ずしも存在するとは限らないため、何らかの形でインセンティブを支払う必要が生じるでしょう
16:49	demand isn't there necessarily. Most of the time you need that borrow demand. So	。 ほとんどの場合、 借り入れ需要が必要になります。
16:53	who's going to borrow if there's no things to do with that borrowed money	借りたお金の使い道がないなら、誰が借りるっていうんだ？つまり、
16:57	anyways, you know, like so it's kind of a little bit circular is the way I see	ちょっと循環論法みたいなものだと思う
17:00	it. So you need one of two things. One, you need to either attract existing	。 つまり、あなたには2つのうちどちらか一方が必要です。 1つ目は、 既存の
17:04	onchain capital to Cardano, which is expensive in my opinion. um or you need	オンチェーン資本をカルダノに呼び込む必要があるが、 私の意見ではそれは費用がかかる。 あるいは、
17:09	to create new um you know distinct utility there on the Cardano ecosystem	Cardanoエコシステム上で新しい独自のユーティリティを作成して
17:14	to to attract that onchain capital or you got to figure out how to bring	オンチェーン資本を引き付けるか、
17:17	offchain capital. I think that's the golden grill. That's the golden goose.	オフチェーン資本をどのように呼び込むかを考え出す必要があります。 あれは 黄金のグリルだと思う。 それは金の卵を産むガチョウだ。
17:19	No one's figured that out yet. It's TBD. I think some of these real world assets	まだ誰もその答えを見つけていない。 未定です。 こうした現実世界の資産が
17:24	might help. I think some of the privacy stuff might help at some point in time.	役に立つかもしれないと思う。 プライバシーに関する対策は、いずれ役に立つかもしれないと思う 。
17:28	I think that's going to be a big um unlock for certain institutions because	これは特定の 機関にとって大きな突破口になると思います。なぜなら、
17:32	who wants to put their, you know, who wants to put their um all of their asset	誰が、つまり、誰が、
17:37	movement from their treasury on chain in a public fashion? Like that's not	財務部門からの資産移動のすべてを公の場でブロックチェーン上に公開したいと思うでしょうか ？ それは
17:40	something you want to do, right? Like if you're running a small private company	あなたがやりたいことではないですよね？ 例えば、 あなたが小規模な非公開企業を経営している場合
17:43	or a large or large public company, you don't want everyone to see where what	でも、大規模な公開企業を経営している場合でも、
17:47	your money's doing and how it's moving. Like you can just go and you can see all	自分のお金がどこでどのように使われているかを皆に見られたくないでしょう。 例えば、
17:50	the wallet tags of all the large exchanges, right? Like that's I don't I	大手取引所のウォレットタグを全部見ることができる、みたいなことですよね ？ つまり、
17:53	don't want to be doing that if I'm running the company. there you mentioned	私が 会社を経営する立場なら、そういうことはしたくないということです。 そこであなたは、やるべきことが必要だとか、収益ポイントを追い求める必要があるとか言っていましたね
17:56	needing things to do and chasing points of yield and whatnot. Uh something that	。 ええと、
18:00	I I'll bring this to is this kind of dichotomy of um scalability versus	私がここで取り上げたいのは、 拡張性と
18:05	security and things that are infinitely secure don't scale and things that are	セキュリティという二分法です。無限に 安全なものは拡張性がなく、
18:08	infinitely scalable aren't secure. Uh the issue is scalability is what gets	無限に拡張可能なものは安全ではありません。 問題は、拡張性こそが
18:12	adoption um and growth because all it is is growth. This is the USS the teras of	採用と成長につながるということです。なぜなら、すべては 成長だからです。 これは、非常に
18:17	the world that promise crazy high yields probably what we're going to see in the	高い利回りを約束する世界のUSSテラであり、おそらく
18:20	whole private credit scape now where defaults are possible and people are	今後 …、 デフォルトが発生する可能性があり、人々が利回りを
18:24	going to outpace you know yield and think of stream um we were lucky um I	上回っ …て ストリームを考えるようになるプライベートクレジットの風景全体で見られるものになるでしょう。私たちは幸運でした。
18:29	mean luck skill a little bit of mix but that our markets were safe from 1010en	つまり、幸運とスキルが少し混ざり合っていましたが、 私たちの市場は1010enから安全でした。
18:32	the ones that we're personally curating um that we didn't have um steam stream	私たちが個人的にキュレーションしているものは、 ストリームへの
18:36	exposure but so many things did in different capacities and there's not	エクスポージャーがありませんでした。しかし、さまざまな形で多くのものがそうでした。 そして、実際に
18:40	really this ability to to go bankrupt and to get your your whole, you know,	破産して
18:45	covered on the balance sheet. It just kind of completely disrupts projects.	バランスシートですべてをカバーできる能力は実際にはありません。 それは プロジェクトを完全に阻害してしまう。
18:49	Um, but if you're infinitely scalable or infinitely secure, then you're not able	ええと、もしあなたが無限に拡張可能であったり、 無限に安全であったりするなら、
18:52	to get the adoption for people to even care that nobody um that nobody got hurt	-
18:56	in your protocol. So, there's got to be some kind of middle ground of like	あなたのプロトコルで誰も傷つかなかったことを気にする人がいなくなるため、採用を得ることができません。 だから、ある程度
19:00	scalableish with secure enough. How do how do you guys see this dichotomy? So	拡張性がありつつ、十分なセキュリティも備えた、何らかの中間的な解決策が必要になるはずだ。 皆さんはこの二分法をどのように捉えていますか？ だから
19:05	for me personally, I think it starts with first creating confidence in the	私個人としては、まずエコシステム に対する信頼を築くことから始めるべきだと考えており、初期
19:10	ecosystem and a lot of people came in in the beginning. They were looking for	段階では多くの人が参加してくれました。 彼らは
19:15	10x, 100x,000x gains uh and in the crypto space because that's what	10倍、10万倍、000倍の利益を求めていました。 暗号通貨の分野に
19:20	attracted them. And so you had people joining in droves because they're like,	惹かれたのはそのためです。 だから、「たった100ドルの取引で1万ドル稼いだぞ！」なんて言う人が 大勢参加してきたんです。 ええと、それは
19:24	"Hey, I just made a, you know, $10,000 off a, you know, $100 trade." uh you	-
19:29	know it was crazy you know and so Robin Hood you know made that a reality for a	クレイジーでしたよね。それで、ロビンフッドはそれを多くの
19:34	lot of people and most people didn't realize in Robin Hood that you never own	人にとって現実のものにしました。ほとんどの人は、 ロビンフッドでは、
19:37	the underlying asset you know in crypto you were basically trading it uh but it	暗号通貨の原資産を所有することはないということに気づいていませんでした。暗号通貨では、 基本的にそれを取引していましたが、それは
19:41	was a synthetic version of when you think about it it wasn't something you	合成バージョンでした。 考えてみれば、それは
19:44	could take somewhere else and go trade you know uh they're on some	他の場所に持って行って取引できるものではありませんでした。たとえば、
19:48	decentralized exchange let's say for example um but they were making money	分散型取引所にあるとしましょう。しかし、 彼らはお金を稼いでいたので、
19:52	and so you had people coming in by the droves in order to be able to do that	-
19:54	over time what happened though is is that more and more people started losing	時間が経つにつれて、それをできるようにするために大勢の人が集まりました。しかし、何が起こったかというと、ますます多くの 人がお金を失い始めたり、
19:58	money or they started being taken advantage of on a regular basis and you	定期的に悪用され始めたりし始め、時間の経過とともに
20:02	started losing traction over a period of time and for whatever reason crypto	勢いを失い始めました。 そして、何らかの理由で、暗号通貨は
20:06	wasn't really ready to grow up and it didn't change uh that particular culture	実際には成長する準備ができておらず、 その特定の文化を変えることなく、そのまま続きました
20:10	and just kept on with it. Um so over a period of time you had less and less	。 ええと、時間が経つにつれて、
20:13	people actually engaging. You know it literally my entire group of friends	実際に参加する人がどんどん減っていきました。 ご存知の通り、 私の友人グループ全員の中で、
20:18	that I had no one wanted to talk about crypto. I was actually even told hey	暗号通貨について話したがる人はいませんでした。 実際、パーティーで
20:21	stop talking to our wives about wives were telling my wife hey stop talking to	妻たちに「うちの妻たちに仮想通貨の話をするのをやめて」と言われたんです。妻たちが夫たちに仮想通貨の話をするのをやめて、
20:26	uh our husbands about crypto uh at a party you know because they didn't want	-
20:31	to talk about it anymore because they didn't want their husbands putting any	-
20:33	money into it and losing their money there you know which is that's pretty	お金を失うのを恐れて、もうその話はしたくないと言っていたんです。
20:37	bad you know when you think about it right. Uh it feels as though we're kind	よく考えてみると、それはかなりひどいことですよね。 うーん、なんだか
20:40	of growing up a little bit. I don't know if anybody was at Consensus Miami or	少しずつ成長しているような感じがする。 コンセンサス・マイアミに誰かが参加していたかどうかは分かりませんが
20:43	not, but uh that looked like a Trevy event to me. I mean, the NA CEO of	、あれはトレヴィの イベントのように見えました。 つまり、NASDAQの北米CEOが
20:48	NASDAQ was there being interviewed, right? So, it we changed quite a bit	インタビューを受けていたんですよね ？ だから、私たちは長い時間をかけてかなり変化してきたけれど
20:52	over a period of time, but there's still a lot of growing up to do, I think.	、まだまだ 成長すべき点がたくさんあると思う。
20:55	>> Yeah. I feel seven years ago I was the youngest person at a conference and now	うん。 7年前は 会議で自分が最年少だったのに、今は自分が
20:58	I'm the oldest or seven years ago it's the oldest. Now I'm the youngest. It's	最年長になったような気がする。あるいは、7年前は自分が 最年長だったような気がする。 今は私が最年少です。 一番
21:01	>> that is the youngest. Yeah. Yeah. I a lot of people like me show up, you know,	若いのは彼です。 うん。 うん。 私みたいな 人はたくさんいるんですよ、
21:04	with the snow on top of the hair and a suit everywhere. Yeah. Yeah. So yeah,	ほら、髪の上に雪が積もってて、スーツ姿で。 うん。 うん。 ええ、
21:08	it's definitely changed quite a bit, but you know,	確かにかなり変わりましたが、
21:10	>> amazing guys, we we have a fun portion of the the dose of alpha that we do	素晴らしい皆さん、私たちは
21:15	every episode. I don't know if you know this one yet or not. And um are you	毎回のエピソードでアルファの楽しい部分を担当しています。 あなたが これを知っているかどうかはわかりませんが。 えっと、
21:19	familiar with uh f Mary kill? We're going to do fad merry kill. So from	F・メアリー・キルってご存知ですか？ 私たちは流行りのメリーキルをやります 。 つまり、
21:24	excited, bullish to bearish. We're going to three crypto narratives and I want	興奮と強気から一転、弱気へと転じたということだ。 これから 3つの暗号通貨に関する物語を取り上げますので、
21:28	you guys to categorize them. Maybe we'll like do a little banter back and forth.	皆さんにそれらを分類していただきたいと思います。 もしかしたら、 ちょっとした軽口の応酬をするかもしれませんね。
21:31	Okay, so we have three different narratives that are very very spicy	さて、今、 非常に刺激的な3つの異なるストーリーが展開されていますよね
21:35	right now, right? So, RWAS and tokenized securities, right? That's one. We have	？ つまり、RWASとトークン化された 証券ということですね？ それが一つ目です。 私たちは
21:39	AI and AI tokens and the AI how AI is going to play with crypto. And we have	AIとAIトークン、そしてAIが 暗号通貨とどのように関わっていくのかという問題を抱えています。 そして、
21:44	the DeFi mallet. So, this would be like a Coinbase Earn or like OKX, you know,	DeFiのハンマーもあります。 つまり、これは Coinbase EarnやOKXのようなもので、
21:49	CFI in the front, DeFi in the back. If you guys had to categorize,	表にはCFI、裏にはDeFiがある、といった感じですね。 もし 分類するとしたら、
21:53	James or or Marco, hop in. What's what's FAD? What's uh what's what's going to	ジェームズかマルコのどちらかにしてください。FADって何ですか ？ 何が
21:59	die? And then what's going to be here for the the long road?	死ぬんだろう？ そして、これから先、何がここに残るのだろうか ？
22:02	>> So, we've got AI, right? Yeah. You've got tokenized assets or RWAS. And then	つまり、AIは既にあるということですよね？ うん。 トークン化された資産、つまりRWASをお持ちですね。 では、
22:07	what's the third one? >> The DeFi mullet.	3つ目は何でしょう？ DeFiのマレットヘア。
22:08	>> DeFi mullet. And the DeFi mullet is because Eric has said this to me once	DeFiのマレットヘア。 そして、DeFiのマレットヘアは、 エリックが以前私にそう言ったことがあるからです
22:12	before. What's it? It's part because I know it's, you know, party in the front.	。 それは何ですか？ それは、ほら、表舞台で パーティーが開かれるってことだから、そういう意味もあるんだよ。
22:15	>> CFI in the front. >> Ci, DeFi in the back.	先頭にCFI（教官）がいる。 Ci、DeFiは奥にある。
22:18	>> Yeah. Yeah. Um, well, I'm really hoping that the fat isn't the DeFi part. Uh,	うん。 うん。 ええと、 その脂肪がDeFiの部分ではないことを本当に願っています。 ええと、
22:23	and this continues on. So, I'm really hoping that the uh the mullet continues.	これはまだ続いています。 だから、あのマレット ヘアが今後も続いてくれることを本当に願っています。
22:28	Uh, no question. Um, I don't see AI being a fad. I see that actually	ええ、間違いなくそうです。 ええと、私はAIが一時的な流行になるとは思っていません 。 私はそれが実際に
22:34	growing. Me and Erica had quite a few conversations about aging to agent uh	成長しているのを見ています。 私とエリカは、 エージェントとしての年齢を重ねること、
22:38	and where that's going. Uh and more than likely where our future really is being	そしてそれが今後どうなるかについて、かなり何度も話し合いました。 そしておそらく、 私たちの未来は、
22:43	agents are going to be doing every aspect of our life almost. You know, I	エージェントが 私たちの生活のほぼあらゆる側面を担うようになるでしょう。 ねえ、
22:45	can't wait to buy Padre tickets with an agent. Uh and then letting me know	エージェントを通してパドレスのチケットを買うのが待ち遠しいよ。 それから、
22:50	they've got me uh great seats. Um and then you know when it comes to um RWA	素晴らしい席を用意してくれたと教えてくれました。 えーと、 RWAに関しては、それは
22:56	that's an interesting subject uh because you could tokenize everything and bring	興味深いテーマです。なぜなら、 すべてをトークン化して
22:59	on real world assets, but what does it mean? you know, um I'm not sure any one	現実世界の資産を取り込むことはできますが、それは一体何を 意味するのでしょうか？ ええと、正直言って、どれも一過性の流行だとは思えないんです
23:04	of them is a fad to be quite honest. Uh in my mind right now, just running it	。 ええと、今 私の頭の中では、今まさにそれを考えているところです
23:08	through my mind right now. Uh Marco, >> I guess [clears throat] I'd more put	。 えっと、マルコ、 たぶん[咳払い]
23:14	timelines on things if anything, right? So like AI, if I had to if I had to kill	何かするなら、物事にタイムラインをつける方がいいと思うんだけど、そうだよね？ だから、AIと同じように、もし
23:18	something, it would be that right now. I don't I don't think we're there yet. I	何かを殺さなければならないとしたら、今すぐにでもそれを殺したい。 まだそこまでには至っていないと 思います。
23:21	think it's still exploding, but it's all offchain. So like that doesn't have to	今も爆発的に成長していると思うけど、すべて オフチェーンで行われている。 つまり、それは
23:26	do with crypto per se. like I I've you know over the past couple weeks set up	暗号通貨そのものとは直接関係ないということです。 過去数週間で、自分のパソコンに
23:30	Hermes or Hermes or however you say that on my personal computer and I have a	Hermes または Hermes またはどう呼ぶかはわかりませんが、設定しました。
23:34	bunch of profiles and I'm routing it through open router and I'm paying with	プロファイルがいくつかあり、それを Open Router 経由でルーティングし、USDC で支払っています。USDC を保有していますが、
23:39	USDC because I have some USDC but you know I'm swapping it to you know I'm	それをアンステーキングしたり、
23:44	unstaking it or you know taking it out of lending protocol putting it into a	レンディング プロトコルから取り出してウォレットに入れ、支払いに使用しています。これは少し
23:47	wallet and paying that like that's kind of annoying like it would be nice to	面倒なので、自動化されているといいのですが。
23:50	>> I call it automated >> before you have it set up I have it	設定する前に
23:52	Hermes and then after it starts printing for me it's Hermes.	Hermes を設定し、印刷が開始されると Hermes になります。
23:55	>> Yeah I like that. I like that. Yeah. Yeah. It's uh it's been it's been	うん、それいいよね。 私はそれが好きです。 うん。 うん。 ええと、
23:59	interesting. My wife is not happy that I've set up a group chat between me,	興味深いものでした。 妻は、 私と妻とエージェントの3人でグループチャットを設定したことに不満を持っています。
24:02	her, and an agent, and I'm trying to have stuff help us help us around the	私は、
24:05	house with the kids. And she's like, I I don't understand what the hell I know	子供たちの世話など、家事を手伝ってくれるようなものを集めようとしているのですが。 そして彼女は、「
24:08	Telegram. Um I was like, yes, you do. Uh so that's been it's been an interesting	テレグラムで一体何を知っているのか、私にはさっぱりわからない」という感じでした。 ええと、私は「そうですね」って感じでした。 ええと、それは 興味深い簡単な話でした
24:12	>> quick on that. Like 10 years ago, we had this automated system and it would like	。 10年くらい前、毎週
24:17	run like every Thursday at like noon and I had it text me and remind me to flirt	木曜日の正午頃に自動システムが作動して、
24:22	with my wife. >> Yeah, that's smart. I I should	妻にちょっかいを出すように私にテキストメッセージを送ってリマインダーを送ってくれるように設定していたんです。 うん、それは賢いね。 私はそうするべきですね
24:24	[laughter] be doing that. We should be doing Haven't scheduled a date.	（笑）。 私たちはやるべきなのに、まだ 日程を決めていません。
24:28	>> What are you doing? >> Yeah, that's actually [laughter] I	何してるの？ うん、それは確かに（笑）私も
24:31	should do that one. I'll put that in the group chat, though.	やるべきだね。 それは グループチャットに書いておきます。
24:34	>> See, I just had the agent impersonate me and flirt with my wife for me, but then	ほら、さっきエージェントに俺のふりをさせて 妻に色目を使ったんだけど、
24:37	I get jealous of it, which makes me a better husband. I [laughter] hope	それを見て嫉妬しちゃって、結果的に俺はもっと いい夫になったんだ。 [笑い]
24:41	>> I I really wish my wife to the left of me was listening to this cuz she'd be	左にいる妻が これを聞いていたらいいのにと思います。彼女は
24:45	like, "What the hell are you guys even talking about right now?" That's	「一体あなたたちは 今何を話しているの？」と言うでしょうね。 それは
24:47	absolutely hilarious, though. Oh my gosh.	本当に面白いですね。 ああ、なんてことだ 。
24:50	>> So, um I'll bring it back. [laughter] Uh, so I think the AI stuff is going to	じゃあ、えっと、それを返してあげます。 [笑い] ええと、AI関連のことは実現すると思いますが、
24:56	happen, but it's not there yet for the crypto related piece. Um, you know, like	暗号通貨関連の分野ではまだそこまでには至っていません。 ええと、つまり、
25:00	all >> we're short-term kill AI. All right.	私たちは短期的にAIを殺戮するんです。 よし。
25:03	>> Yeah, short-term kill AI. Longterm it'll it'll happen, but I don't know when. Um,	ええ、短期的にはAIを倒すということですね。 長期的にはそうなるだろうが、いつになるかは分から ない。 ええと、
25:06	the DeFi mullet is interesting, but I don't think there's that much	DeFiのマレットヘアは面白いですが、今の
25:09	interesting in DeFi right now. Personally, I don't think the riskreward	DeFiにはそれほど面白い要素はないと思います。 個人的には、リスクとリターンのバランスが取れていないと思う
25:12	is there. Personally, um, like I still have stuff um on chain, but I've taken	。 個人的には、まだ チェーンに何か付いているけど、ここ
25:17	I've taken stuff out in the past six months. Part of it is because of the AI	半年でいくつか外したんだ。 その理由の一つは、AIの性能が非常に向上したことにある
25:20	has gotten so good. I don't know what is hackable or not hackable like right like	。 何が ハッキング可能で何がハッキング不可能か、私にはわかりません。
25:26	if you're not a if you're a protocol and you're not running um like pen tests and	プロトコルではなく、 ペネトレーションテストや
25:30	all those tests with AI like as top top um frontier models all the time like	AIを使った最先端のモデルを使ったテストを常に実行していないと、いつかは痛い目に遭うでしょう。
25:35	you're going to get screwed at some point like the Lindy effect is not Lindy	-
25:38	anymore in my opinion if anything it's a bigger honeypot. Um so the the DeFi	私の意見では、リンディ効果はもはやリンディではなく、むしろより 大きなハニーポットです。 えっと、DeFiの
25:42	mullet I think is a really cool idea. I just don't think there's that much in	マレットヘアはすごくクールなアイデアだと思うんです。
25:46	DeFi yet for it to be worth it. The RWA stuff I'm very interested in. I come	DeFiにはまだそれほど大きな価値があるとは思えません。 RWA関連のことには とても興味があります。私は
25:50	from a trifi background. I I help out with my firm's crypto strategy, DeFi,	トリフィケーションのバックグラウンドを持っています。 私は、RWA戦略のようなDeFiではなく、 DeFiに関する会社の暗号通貨戦略を支援しています
25:56	not DeFi, like RWA strategy. We haven't tokenized anything yet, but but we've	。 …まだ 何もトークン化していませんが、
26:00	thinking about it. Um, we have something in the pipeline. The tokenization stuff,	検討中です。 ええと、現在開発中のものがあります 。 トークン化に関しては、
26:04	like, you know, a couple years ago, it was all private markets. I think that's	数年前までは、 すべてプライベート市場だったんです。
26:07	the wrong first step personally. Like, I don't think you can put a liquid wrapper	個人的には、それは間違った第一歩だと思う。 つまり、流動性の
26:11	on an illquid asset and make it liquid. Like, that's just not how things work.	低い資産に流動性のあるラッパーを被せたところで、それが流動性のある資産になるとは思えないんです。 そんな風には 物事は進まないよ。
26:14	It's still illquid underneath the hood. If anything, you're going to get screwed	ボンネットの下はまだ液漏れしている。 むしろ、 あなたは損をするでしょう。
26:17	because you don't understand what the redemption frequency and cycle is and	なぜなら、あなたは 償還頻度やサイクルを理解しておらず、
26:21	you don't understand how things are gated and lock like so like it's its own	物事がどのように制限され、ロックされているかを理解していないからです
26:24	can of worms. It's it's very challenging and I don't think people fully	。まるでパンドラの箱のようなものです。 それは非常に困難なことで、 人々はそれを十分に理解していないと思います
26:27	understand that. You know, putting a tokenized money market fund on chain.	。 つまり、 トークン化されたマネーマーケットファンドをブロックチェーン上に載せるということです。
26:31	Cool. Yeah. Like that's a great idea. I don't know what the use case is though.	いいね。 うん。 それは素晴らしいアイデアですね。 どのような用途が考えられるのかは分かりませんが 。 正直、
26:34	Like I don't really know what people are doing with that. Sure, you can post it	みんながそれで何をしているのかよくわからない 。 はい、
26:37	as margin. You can still earn yield. Like great. Like I maybe that's a use	余白として投稿できますよ。 それでも利回りを得ることは可能です。 素晴らしいですね。 例えば、それはユース
26:40	case. So I I think at some point you will see the idea of like a stable coin	ケースの一つかもしれない。 だから、いずれはス テーブル …コイン
26:45	sandwich where it would be nice for me. I don't have to put my money in	サンドイッチのようなアイデアが出てくると思うし、それは私にとっては良いことだと思う。 私は、より多くのリスクを負って、
26:48	something earning 4% or 4 and a.5% on chain taking a bunch more risk. I can	4％または4.5％の利回りを得られるものにお金を投資する必要はありません 。 私はトークン化
26:53	keep my money on chain in a tokenized money market fund. And then if I want to	された マネーマーケットファンドに資金を預けておくことができます。 そして、私が
26:57	pay for it, I swipe a card and it goes from money market fund to stable coin to	支払いをしたい場合は、カードをスワイプすると、資金は マネーマーケットファンドからステーブルコインに送られ、
27:01	the vendor that I paid and maybe they go right back into the money market fund.	私が支払った販売業者に渡され、場合によっては販売業者は すぐにマネーマーケットファンドに資金を戻すことになります。
27:04	So the stable coin sits there. It's a payment rail. It sits in the middle.	つまり、ステーブルコインはそこに置かれているということだ。 これは 決済システムです。 それは真ん中に位置する。
27:07	Most of the time you're keeping your assets yield bearing in some form or	ほとんどの場合、 資産は何らかの形で利回りを生み出す形で保有されますが、
27:10	fashion in the safest yield that you can find in my opinion which is you know	私の意見では、最も安全な利回り、つまり
27:13	call it treasuries. You could obviously increase that risk. You could go to	国債と呼ばれるものに投資するのが良いでしょう。 当然、 そのリスクを高める可能性もある。 AAAL格付けの債券を選ぶこともできますし、
27:16	AAAL's you could go down the down the credit stack or further out in duration	信用格付けの低い債券を選ぶことも、デュレーションの長い債券を選ぶこともできます
27:20	however you want to manage your assets. But to me that's that's an interesting	。資産運用は、ご自身の希望に応じて自由に選択できます。 しかし、私にとってそれは興味深い
27:23	use case. I think the market got it backwards though. They started with	ユースケースです。 市場は 逆のことを言っていると思う。 彼らは
27:26	privates and liquids. That's not the right that's not the right way to do it.	プライベートと液体から始めた。 それは正しいやり方ではない 。
27:29	You should have started with liquid assets. You're starting to see stuff	流動資産から始めるべきだった 。 株式
27:31	with the stocks right now. Tokenized stocks and then you look at Robin Hood	市場では、今まさに変化が見られ始めています。 トークン化された 株式を見て、それからロビンフッドチェーンを見ると、一体
27:34	chain and like what the hell is happening over there? like they're	あそこで何が起こっているのかと思うでしょう？
27:36	pairing tokenized stocks with memecoins and like somehow that's affecting maybe	トークン化された株とミームコインを組み合わせていて、それが何らかの形で
27:40	the price like I was looking at Twitter today and they were talking about I	価格に影響を与えているようです。今日Twitterを見ていたら、何の
27:43	forget what even the firm was. I've never even heard of it. They paired it	会社だったか忘れましたが、その会社について話していました。 聞いたこともない 。 彼らはそれを組み合わせているので、
27:46	you know so you're starting to blend DGEN crypto plus you know traditional	DGEN暗号通貨と従来の資産を融合させ始めています。
27:50	assets is it's own it own camp forms but to me I do think that's happening and	独自の陣営が形成されていますが、私は それが起こっていると思います。
27:55	then I think you get the RWA stuff that actually happens. It's legit assets	そして、実際に起こるリスク加重資産（RWA）の問題が発生すると思います 。 正当な資産が
27:59	being tokenized in a legit rapper which is always a question mark too. what's	正当なラッパーによってトークン化されるというのは、 常に疑問符が付く点でもある。
28:02	the rapper and how does that work and where do the assets custody and do you	ラッパーとは何ですか、それはどのように機能しますか、 資産の保管はどこで行われますか、
28:05	actually have rights the same rights you would if you owned it in a traditional	実際に 従来の
28:08	brokerage account and that will enable the DeFi mullet because at some point	証券口座で所有する場合と同じ権利がありますか、そしてそれが DeFiマレットを可能にします。なぜなら、ある時点で
28:12	you want you want DeFi yields to be directly competitive with stratfi yields	DeFi利回りが Stratfi利回りと直接競争することを望むからです。
28:17	right like there's no reason a should pay you sub so sofur in my opinion like	つまり …、 私の意見では、サブスクリプションを支払う理由はありません。それは
28:20	you're not that's that makes no sense uh unless you have to keep your money on	意味がありません。
28:23	chain for some reason which for an individual you shouldn't have to unless	何らかの理由でお金をオンチェーンに保持する必要がある場合を除きますが、 個人の場合、税金を支払いたく
28:27	you earned it in some way that you don't want to pay taxes on um	ない方法で稼いだ場合を除き、そうする必要はありません。
28:31	>> so you you need that to be competitive. You need to have there there should be a	したがって、競争力が必要です。
28:35	higher correlation between onchain yields and offchain yields in my	私の意見では、オンチェーン利回りとオフチェーン利回りの間には、より高い相関関係があるべきだと私は考えています
28:38	opinion. >> Have you guys seen three Jane's new	。 皆さんは、基本的にキャップコールが不要なジェーンの新製品3つをご覧になりましたか
28:40	product where they're basically no cap calls?	？
28:42	>> Yeah, I thought that was a really cool idea. We've talked about it internally	うん、それは本当に素晴らしい アイデアだと思ったよ。 私の会社では、そのことについて社内で話し合いました
28:44	at my firm. Um we have private, you know, closed end private funds. Like is	。 ええと、弊社にはプライベートファンド、つまり クローズドエンド型のプライベートファンドがあります。
28:50	there a way to make that a little bit more streamlined? You know, if you're an	もう少し効率化する方法はないでしょうか ？ ご存知のとおり、もしあなたが機関投資家で、
28:53	institution in in uh investing a private fund, you're you're probably doing it on	プライベート ファンドに投資しているなら、おそらく
28:57	the last day of the cap call anyways. You're pretty streamlined. So, I don't	キャップコール最終日に投資することになるでしょう。 あなたはとても効率的ですね。 だから、
