Block//45 - Lace Wallet Interview with Nate Strang
Time	Subtitle	Machine Translation
17:52	but at some point they need to record their phrase. They can't copy it to	が、いずれかの時点で フレーズを記録してもらう必要があります。 彼らはそれをクリップボードにコピーすることはできません
17:56	their clipboard. >> Um so they're	。 ええと、だから絶対にそんなことはしないでください
17:58	>> Don't ever ever do that. >> Don't do that.	。 そんなことはしないでください。
18:00	>> Please don't do that. [laughter] Didn't Isn't that what And I could be wrong,	お願い、それはやめて。 [笑い] そうじゃなかった。それは、 私が間違っているかもしれない
18:03	but isn't that what Ian Bolina did back in the day? He had copied it to his like	けど、それはイアン・ボリナが昔やったことじゃない ？ 彼はそれを
18:07	cloud text or something and then that's how somebody got access to it.	クラウドテキストか何かにコピーしていて、それが原因で 誰かがそれにアクセスできたのだ。
18:11	>> I am super paranoid about that stuff. Like I I Yeah, I don't do any	私はそういうことに関してはものすごく神経質なんです。 そうですね、私は何もしていません。
18:16	>> I keep everything either locked away close to my gun or I have it stored in a	銃の近くに鍵をかけて保管するか、
18:19	safety deposit box. I don't play around. That's why I told you earlier. I keep	貸金庫に保管しています。 私はふざけたりしない。 だからさっき 言ったんだよ。 私は
18:22	everything in a vault somewhere else and then I plan out what I'm going to do. I	すべてのものを別の場所にある金庫に保管しておき、 それから自分の行動を計画します。 私は
18:26	create a separate wallet specifically for that	そのために専用のウォレットを別に作成しています。なぜなら、
18:28	>> because the thing is is like everybody is generally especially newcomers who	一般的に、特に私たちが長年経験してきたことを経験していない新規ユーザーは、
18:33	haven't been through everything we've been through all the years they're going	-
18:36	to take the easiest most frictionless approach to things they're not writing	物事に対して最も簡単で摩擦のないアプローチを取るからです。彼らはこれらのことをすべて書き留めません。
18:41	all this stuff down >> I also think too as we see the rise of	また …、
18:44	AI and the gentic payments and the microtransactions happening like a lot	AIや遺伝子決済、 マイクロトランザクションの台頭を見ると、多くの
18:48	of people are going to get they're going to feel like their stuff is safe and	人が 自分のものが安全だと感じるでしょうが、そうではありません。
18:50	it's not it's not even a w it's not even a lace's job or a wallet's job to kind	ウォレットやウォレットの仕事は、
18:54	of protect them from that. But I feel like there's gonna be so many mistakes	それらを保護することではないのです。 でも、
18:58	happening from people just letting their,	人々が
19:00	>> you know, their AI kind of do what it's going to do and by using the same exact	自分のAIに好き勝手にやらせて、 同じ
19:04	device to have all this stuff. >> Exactly.	デバイスを使ってこれらすべてを行うことで、たくさんの間違いが起こるような気がします。 その通り。
19:07	>> If if I'm a newcomer to the space, I onboard to a wallet, I shouldn't be	もし私がこの分野の初心者で、 ウォレットに登録したばかりなら、初めて
19:13	prompted to set up my own agent for the first time.	自分のエージェントを設定するように促されるべきではない 。 つまり、それは
19:17	>> That is that's by no means an optimal or a secure or safe user experience. So	決して最適な、あるいは安全な ユーザーエクスペリエンスとは言えない。 つまり、
19:22	what we're prioritizing with carbon is kind of uh what you can see as selective	カーボンに関して私たちが優先しているのは、 選択 …的
19:27	disc disclosure or progressive disclosure in terms of I finish	開示または段階的 開示と見なせるもので、オンボーディングを完了したら、まず
19:31	onboarding the first thing that I need to do is obviously fund my account. Um	最初 …に アカウントに資金を入金する必要があります。 そうすれば、
19:36	once you do that you're not going to be faced with an infinite number of	無限の選択肢に直面することはなくなるでしょう
19:40	options. So you're not going to be ever sitting	。 つまり、
19:43	there as a user saying what do I do next? um kind of the capabilities and	ユーザーとして「 次に何をすればいいの？」と悩むことは決してないということですね。 ええと、ウォレットを通じてアクセスできる機能や
19:48	the kind of web 3 experience which a lot of which is accessible through a wallet	Web 3 エクスペリエンスは、
19:52	is going to be introduced to the user in a way that's accessible in a way that is	ユーザーに段階的に アクセスできるように導入される予定です。ですから、それは本当に
19:57	kind of uh sequential and so I I think that I think that's really important	重要だと思います。非常に
20:02	there there are some really successful protocols out there rabbit hole was was	成功している プロトコルがいくつかあります。ラビットホールは、
20:06	the first one in the Ethereum world uh which is kind of an incentivized	イーサリアムの世界で最初のもので、インセンティブ付きの
20:11	learning or incentivized education platform and that's something that I	学習またはインセンティブ付きの教育 プラットフォームのようなもので、
20:16	don't think gets nearly enough attention in this world. There's a lot of new	この世界では十分な注目を集めていないと思います。 新しい
20:21	language. There are a lot of new types of experiences and digital interactions	言葉がたくさんある。 あなたが生まれる前には想像もできなかったような、数多くの新しいタイプの 体験やデジタルインタラクションが
20:25	that are possible that you had no idea about before you came into the world.	可能になっています 。
20:30	And I think it's the wallet's job. It's everyone's job as a builder to take	そして、それは財布の役割だと思う。 建設者として、誰もが
20:36	responsibility for being ushers of that type of education. And so that's that's	そのような 教育の推進役としての責任を負うべきだ。 ですから、それは私たちが今後も重点的に取り組んでいく
20:42	a big priority that we're going to continue to to place emphasis on.	大きな優先事項です 。
20:47	>> What do you see as is LA's number one use case by the end of 2026?	2026年末までに、ロサンゼルスで最も注目されるユースケースは何だとお考えですか？
20:52	>> I wish I wish I had a crystal crystal ball. Um	水晶 玉があったらいいのに。 ええと、
20:54	>> we're going to create one. We're going to create one.	私たちはそれを作ろうとしています。 私たちはそれを 作ろうとしている。
20:56	>> Why don't we say 2030 >> because that's too far.	2030年というのは遠すぎるので、そう言わないではどうでしょう 。 私の身長は
20:59	>> I'm seven foot. I'm like a great Dane. I want to make sure I'm around when all	7フィートです。 私はグレート・デーン犬のようなものだ。 私は、
21:03	this stuff happens. So I I don't know what the primary use	こうした出来事が起こる時に必ずその場に居合わせたいのです。 ですから、
21:08	case will be whether it's at the end of the year or the end of next year but	年末か来年末に主なユースケースが何になるかはわかりませんが、
21:12	something that we are excited about building and and kind of being the	私たちが構築することに興奮しており、ある種の
21:18	catalysts for is finally breathing some life into DeFi on the Cardano ecosystem	触媒となることは、 Cardanoエコシステム上でDeFiにようやく活気を与えることであり、私たちが
21:24	or in the Cardano ecosystem and what that's going to look like as far as the	-
21:29	first step that we're taking. Uh there are two actual also IO initiatives. One	最初にとるステップとしてそれがどのようなものになるかということです。 ええと、 実際には2つのIOイニシアチブがあります。 一つは、
21:34	is the Pogan uh set of protocols. The other is RealFi. So Pogan has a couple	ポガンのプロトコル群です。 もう 一つはRealFiです。 Poganには、ピアツーピアのクレジット市場などを実現するための、いくつかの
21:40	different uh protocols and smart contracts that allow that enable things	異なるプロトコルとスマート コントラクトがあります
21:45	like uh a peer-to-peer credit market. So instead of an algorithmically governed	。 つまり、
21:51	borrow lending protocol as exist uh on other platforms, uh the Pogan credit	他のプラットフォームに存在するようなアルゴリズムによって管理される貸借プロトコルとは異なり、Poganの信用
21:56	market is is truly peer-to-peer. So what that means is there's a direct	市場は真のピアツーピアです。 つまり、それは
22:01	negotiation and interaction between a desirable or a prospective borrower and	望ましい借り手または将来の借り手と
22:06	a lender. And what that does importantly is it protects the borrower from	貸し手との間で直接的な交渉とやり取りが行われることを意味する。 そして、この仕組みの重要な点は、
22:12	the thing that is riskiest about >> decentralized borrow lending uh	分散型 …融資
22:17	protocols which is price volatility. So, within a a peer-to-peer uh lending	プロトコルにおいて最もリスクの高い要素である価格変動から借り手を保護することです。 つまり、 ピアツーピアの融資
22:24	agreement, you're not vulnerable to massive price swings. The only thing	契約においては、 価格の大幅な変動の影響を受けにくいということです。
22:29	that puts you at risk of being liquidated is if you are not making the	清算されるリスクがある唯一の理由は、合意された
22:34	agreed upon payments uh on the agreed upon schedule. So that's a really	支払いを合意された スケジュールで行わない場合です。 これは、数年後のCardanoのDeFiエコシステムと業界にとって、非常に
22:39	important and I I think a really exciting uh one piece to the DeFi	重要で、非常に エキサイティングな要素の一つだと思います
22:45	ecosystem and industry on Cardano is going to look in a couple years. The	。
22:51	other one that we're excited about building towards is RealFi. So Realfi is	私たちが 構築に向けて期待を寄せているもう一つの技術は、RealFiです。 つまり、Realfiは
22:55	another IO initiative. Reali has an asset called USDR which is a	IOのもう一つの取り組みなのです。 Realiは USDRと呼ばれる資産を保有しており、これは
22:59	yieldbearing stable coin. It functions a lot like a liquid liquid staking token	利回りをもたらすステーブルコインです。 これは、
23:04	might uh on other ecosystems or other chains. The kind of benefit or or main	他のエコシステムや他の チェーンにおけるリキッドステーキングトークンと非常によく似た機能を持っています。 利回りを提供するステーブルコインの利点、あるいは主な
23:12	difference with a yield bearing stable coin is similar to the credit market.	違いは、 クレジット市場におけるそれと似ている。
23:18	You're earning a yield. You have that asset liquid to do with it as you	あなたは収益を得ているのです。 その 資産は流動性が高く、
23:23	please, but it's not vulnerable to price swings of of whatever. I think	自由に使うことができますが、 価格変動などの影響を受けにくいという利点があります。 ス
23:28	it's going to be important for the future, too, because stable coins are	テーブルコインが
23:32	being produced like crazy. Yep. We're seeing a lot of interoperability with	ものすごい勢いで生産されているので、将来的にも重要になると思います。 はい。
23:35	that. We know that's exactly what Trad wants. So, I think that it's actually a	それに関して、多くの相互運用性が見られます。 それがまさにトラッドが望んでいることだと私たちは知っています 。 ですから、それを
23:38	br a brilliant idea to kind of integrate it in to what Lace is doing in within	-
23:42	the Cardano ecos ecosystem, especially for DRUPS and everybody else. And since	Cardanoエコシステム内でLaceが行っていることに統合するのは、特に DRUPSや他のすべての人にとって、実に素晴らしいアイデアだと思います。 そして、
23:46	you're able to going to be able to do everything on one interface with Lace	Laceを使えば、すべてを1つのインターフェースで行えるようになるので、
23:49	and not have to go to a different wall like you were complaining about, old	-
23:53	man, remember? >> I forgot. I'm too old. Dimensions	おじいさんが以前文句を言っていたように、別の壁まで行く必要がなくなることを覚えていますか？ 忘れた。 私は年を取りすぎている。
23:57	already setting in. No, but but to have everything done there, but also have	すでに次元が確立されつつあります。いいえ、しかし、 そこですべてを済ませ、さらに
24:00	access to that DeFi aspect. I think that's awesome. And I think that's also	DeFiの側面にもアクセスできるようにしたいのです。 それは 素晴らしいと思います。 そして、他の場所でDeFiを行う必要が
24:03	going to attract users because you don't have to do DeFi elsewhere. You can do it	ないという点も、ユーザーを引き付ける要因になると思います 。 そこで
24:06	all there and reap all the benefits. >> Exactly. And that's that's spot on. What	全てをこなし、全ての恩恵を受けることができます。 その通り。 まさにその通りです。
24:12	we are prioritizing with these new kind of DeFi capabilities is simplicity. So	私たちがこれらの新しいタイプの DeFi機能において最も重視しているのは、シンプルさです。 その
24:20	as some application may adopt these protocols and gear them towards a power	ため、一部のアプリケーションはこれらの プロトコルを採用し、パワーユーザー向けに最適化したり、
24:26	user or or not invest in making the user experience around them simple. Within	ユーザー エクスペリエンスをシンプルにするための投資を行わなかったりする可能性があります。 Lace内では
24:31	lace, you'll be able to access these new capabilities in a few clicks in an	、これらの新 機能に数回のクリックでアクセスできます。
24:36	extremely simple and straightforward way that that's still attractive and	非常にシンプルで分かりやすい方法でありながら、
24:41	beneficial to power users. But we are if we take the the realy example, you can	パワーユーザーにとっても魅力的で有益なものとなっています。 しかし、 実際の例を挙げると、
24:47	start staking and earning yield with reali in two clicks.	2 クリックで Reali でステーキングを開始して利回りを得ることができます。
24:51	>> Can you do them both simultaneously? >> So that's that's an exciting piece of	両方を同時に行うことはできますか？ それは、この企画の 興味深い点の一つです
24:55	this. So both the credit market and reali exist and can stand on their own	。 つまり、クレジット市場と 不動産市場はどちらも存在し、それぞれ単独でも
25:00	as exciting offerings, but when you combine them, something even cooler is	魅力的な商品として成立するが、 それらを組み合わせると、さらに素晴らしいものが生まれる
25:06	is possible. >> Make a lot more money.	可能性があるのだ。 もっとたくさん 稼ぐ。 すごい
25:08	>> You can make a lot more money because >> what a concept, [laughter]	発想ですよね？もっとたくさん稼げるんですよ（笑）。
25:11	>> right? Well, that's that's what I'm getting at. It's not just a you have to	ええ、それが私が言いたいことなんです 。 どちらかを
25:16	pick or choose. You can benefit from the ecosystem as it's built. So, that's why	選ばなければならないというわけではありません。 構築されていくエコシステムから恩恵を受けることができます 。 だから、その点について明確にしておきたかったのです
25:20	I wanted to make sure we were clear on that.	。
25:22	>> Yeah. So, the term carry trade is not new. It's it's been around for for	うん。 つまり、キャリートレードという用語は 新しいものではない。 それは、
25:26	decades in the traditional finance world. So the way that the carry trade	伝統的な金融業界では何十年も前から存在している 。 つまり、キャリートレードは、
25:30	will work um in the context of the poking credit market and real	信用市場と実際の状況において、
25:35	I can take my ADA I can put it up as collateral in a loan agreement and	ADA …を 担保としてローン契約に預け、
25:41	borrow a stable coin say USDCX. Just because that ADA is sitting as	例えばUSDCXなどのステーブルコインを借り入れることができるという仕組みです。 そのADAが
25:47	collateral I can still earn staking rewards on it and I can still benefit	担保として保管されているからといって、ステーキング報酬を得ることはできますし、
25:52	from what we hope are positive price movements. So, I'm earning a yield from	期待される価格 上昇からも利益を得ることができます。 つまり、私はADAから収益を得ているということです
25:57	my ADA. I'm paying interest on the loan. But if we if we look at those two kind	。 私はローンの利息を支払っています。 しかし、
26:02	of pieces of of the yield on the Pogan credit market side, I can then take that	Pogan クレジット市場側の利回りの2つの部分を見ると、
26:08	stable coin that I've borrowed using my ADA as collateral and stake it within	ADAを担保として借りたステーブルコインをRealyにステーキングして
26:12	Realy and start earning USDR yield. So the reason we call it a carry trade, I'm	USDRの利回りを得始めることができます。 つまり、 これをキャリートレードと呼ぶ理由は、
26:19	putting up one asset to borrow against it, still earning a yield on that asset,	ある資産を担保に資金を借り入れ 、その資産から利回りを得ながら、さらにその資産を
26:24	and now I can then go and take it and stake it with USDR and earn a second	USDRに預け入れて、2度目の
26:30	yield. >> Is it what what is it possible then that	利回りを得ることができるからです。
26:35	my liquid staking yield and then my USDR yield is combined to then make the	私の流動性ステーキング利回りとUSDR 利回りを組み合わせて、
26:40	payment on the loan? >> Exactly. So that's that's not going to	ローンの返済に充てることが可能なのでしょうか？ その通り。 つまり、それはおそらく最初の発売時には
26:45	be natively supported in likely in the first uh roll out of the car.	ネイティブにサポートされないでしょう 。
26:51	>> Don't slack on me now. >> I'm just I'm just managing expectations.	今、気を抜くなよ。 ただ、 期待値を調整しているだけです。
26:54	>> They have to make sure that it's done right so that you don't complain later.	後で苦情が出ないように、きちんと作業が行われるようにしなければならないのです。
26:57	>> Move fast and break things. That's the way everyone else does it.	素早く行動し、常識を打ち破れ。 みんなそうやってるんだよ。
27:00	>> Why can't we be like them? >> No.	なぜ私たちは彼らのようになれないのだろうか？ いいえ、違います。
27:02	>> No. But that that that is the ultimate goal is to be able to take your yield	しかし、究極の 目標は、自分の利回りを使って
27:06	and say, "Yep, I want to make payments on my loan using my real yield." So I	「はい、 実際の利回りでローンの返済をしたい」と言えるようになることです。 だから、
27:12	want to automatically claim my rewards and without doing anything I can make	報酬を自動的に受け取りたいし、何もせずに
27:17	those payments. It's essentially benefit of the benefit from the delta of the	支払いも済ませたいんです。 それは基本的に、利回りの 差から得られる利益の利益である
27:21	yield. Make my payments everything is working beautifully and I never have to	。 支払いはすべて 問題なく行われており、私は何も
27:25	touch anything. >> That's ultimately the way I see a lot of	操作する必要がありません。 結局のところ、多くの
27:28	banks working effectively, right? Because I've always said and I've been	銀行が効果的に機能している方法はそういうものだと私は考えていますよね？ なぜなら、私はずっとそう言ってきたし、何
27:32	saying it on X for years. Why don't we have a system that if these banks want	年も前からXでそう言い続けてきたからだ。 銀行 …が
27:36	to adopt blockchain rails where if we're borrowing then we get our yield and it	ブロックチェーンの仕組みを採用すれば、私たちが 借り入れをする際に利回りを得て、その返済で
27:41	pay it pays down our car note or pays down our mortgage and it it becomes more	自動車ローンや住宅ローンを返済できるようなシステムがあればいいのに。そうすれば、 より流動的なシステムになる。AIの時代になれば、
27:45	fluid which let's face it with AI you know we're going to need as many	-
27:50	different vehicles to try and offset our living expenses as possible. So it' be	生活費を相殺するためにできるだけ多くの異なる手段が必要になるだろう。 だから、
27:53	great if we are able to get ahead of that. It sounds like making a step.	私たちがそれを先回りできれば素晴らしいでしょう 。 それは一歩踏み出したように聞こえる。
27:57	>> Yeah. And you know, not to be a a decentralization evangelist, but the	うん …。 分散化の伝道師になるつもりはないのですが、
28:03	reason that that's possible in this context is banks don't benefit by	この文脈でそれが可能な理由は、 銀行 …が
28:09	allowing you to automate those types of things because	そういった種類の業務を自動化することで利益を得られないからです。なぜなら、
28:12	>> then you don't you have fewer intermediaries, fewer financial services	そうすると 仲介者や金融サービスが少なくなり、
28:16	that can step in and take a fee on those on those transactions. uh when we have	それらの取引に手数料を徴収する手段が減ってしまうからです。 ええと、
28:20	one, two, or three players each serving a very specific role, um there there's	1人、2人、または3人の選手がそれぞれ 非常に特定の役割を担っている場合、ええと、そこには
28:25	no one to say, "Hey, give me the fee." >> Right. That's that's actually a lot more	「おい、報酬をくれ」と言う人がいません。 右。 それは、私が
28:30	exciting than I than I originally thought.	当初 考えていたよりもずっと面白いことだ。 いろいろ考えさせられたよ
28:33	>> It's got my wheels turning. >> That's my favorite part. I feel like	。 そこが一番好きなところです。
28:36	like I don't care about the upgrades, like all the stuff you're complaining	アップグレードとか、あなたが文句を言ってるようなことには、私は全く興味がないんです
28:38	about. I want to be able to make that passive.	。 それを 受動的なものにしたい。
28:40	>> Well, yeah, passive would be great if there's a way to facilitate that easily,	そうですね、もし 簡単に実現できる方法があれば、受動的な対応は素晴らしいでしょうが、それは
28:44	but that's his job. >> Yeah.	彼の仕事ですからね。 うん。
28:45	>> So, get on it. >> Yeah. Get on it. [laughter]	さあ、取り掛かろう。 うん。 さあ、取り掛かろう。 [笑い]
28:49	So Nate, what are you most optimistic about when it comes to Cardano and Lac's	ではネイト、 カルダノとラックの
28:53	future? Because you dropped a lot of alpha.	将来について、あなたが最も楽観視していることは何ですか？ アルファ値を大幅に下げたからです 。
28:54	>> Mhm. I've been in the web 3 space, like I said, for eight years. That's	うん。 先ほども申し上げたように、私はWeb3の分野に 8年間携わっています。 それは
29:00	I think four market cycles. I've been building in in the space for that time.	4つの市場サイクルに相当すると思います。 私はその間ずっと、その スペースにそれを構築してきました。
29:05	And one thing that has become abundantly clear to me is while nobody likes bare	そして …、 私にとって非常に明確になったことは、誰も市場が閑散としている状態を好まないが
29:12	markets, bare markets are when the important	、 重要 …な
29:16	stuff gets built. >> It's when the noise quiets down. It's	ものが建設されるのはまさにそうした閑散とした市場においてだということである。 騒音が静まった時だ。 それは、
29:20	when you can take your learnings, figure out what was	-
29:24	working, what wasn't working from the the previous hype cycle when everyone	前回のブームサイクルで誰もが
29:29	was flooding into the market and asking for things. This time is when we can	市場に殺到し、様々な ものを求めていた時に得た教訓を活かし、何がうまくいき、何がうまくいかなかったのかを見極めることができる時です。 今こそ、
29:36	have some introspection and we can build what's going to be talked about in the	内省を深め、
29:41	next bull run. And so I'm most excited to be working on the things that we've	次の強気相場で話題になるであろう事柄を構築できる時だ。 ですから、私が最も楽しみにしているのは、これまで
29:46	talked about to have the time to to build those things, but also to	話し合ってきたことに取り組み、 それらを構築する時間を確保できること、そして今後
29:53	as we roll these things out over the next 3 6 n months to start to usher in	3～6ヶ月かけてそれらを展開し、
29:59	that next bull run to start to usher in the new chapter of what Cardono will	次の強気相場を到来させ、 Cardanoの新たな章を切り開き、
30:05	look like and hopefully be a really positive force in terms of creating new	-
30:11	experiences that I think people have have have waited a long time for on	-
30:15	Cardano and beyond and finally kind of make those things a reality.	Cardano内外で人々が長い間待ち望んでいた新しい体験を生み出すという点で、非常にポジティブな力となり、最終的に それらを現実のものにすることです。
30:20	>> So Nate, is there anything else that you wanted to touch on?	ではネイト、他に何か 触れておきたいことはありますか？
30:23	>> Yeah, one thing that we didn't touch on directly is, you know, I talked about	ええ …、 直接触れなかった点の一つは、顧客を
30:29	the importance of understanding customers and how I think historically	理解することの重要性についてお話ししたのですが、 歴史的に見て、
30:34	that's been somewhat lacking in this world. We're rolling out a beta program	この世界ではそれがやや欠けていたように思います 。 Laceのベータプログラムを展開することで、
30:38	for Lace to allow motivated or involved users to test	意欲的なユーザーや積極的に関わっているユーザーに早期にテストしてもらい、
30:44	things early to give us feedback to give the team feedback before we release	リリース前にフィードバックをチームに提供してもらうことで、
30:48	something so we can make the the things that	-
30:52	if we were to wait until after release we were going to be hearing about first.	リリース後に初めて 耳にするであろう問題点を事前に把握し、改善することができます。
30:55	>> That's a good dynamic I'm starting to see across the board. Everybody's	それは、私が全体的に見て見始めている良い流れです 。 最終決定する
30:58	wanting to start putting some getting feedback before it's finalized. Getting	前に、皆がフィードバックを集め始めたいと思っている。
31:02	feedback on proposals or developments or anything. It seems to be an ongoing	提案や開発、その他あらゆることについてフィードバックを得る 。 これは
31:07	theme with all of IO and everybody. That's actually a really cool thing	IO全体、そしてあらゆる人々に共通するテーマのようだ。 それは本当に素晴らしいことだと思います。なぜなら、
31:10	because I think it's going to alleviate a lot of tension and pressure because I	それは 多くの緊張とプレッシャーを和らげると思うからです。
31:15	Yeah, that's a that's really cool. >> It feels like it's more transparent,	ええ、それは本当に素晴らしいことです。 突然降って湧いたような情報ではないので、 より透明性が高いように感じます
31:18	too, because it's not just kind of dropped on you. Like people have time to	。 人々は、ただパニックになったり、何かに腹を立てたりするのではなく、
31:21	hear the suggestions or to review things instead of just freaking out and being	提案を聞いたり、物事を検討したりする時間を持つべきだ
31:25	like so upset about whatever. So they can make they could be like, "Hey, this	。 だから彼らは、 「これが
31:29	is what we're thinking. This is what we want." And then	私たちの考えです。これが私たちの 望みです」と言えるようになるのです。 そして、
31:31	>> the the opposing side can make changes if they want to or not. Yeah, and that's	相手側は望むと望まざるとにかかわらず、変更を加えることができる 。 ええ、そしてそれが
31:36	that's my favorite part about building products is getting to talk to users,	私が製品開発で一番好きなところなんです。 ユーザーと話したり、
31:41	getting to hear feedback, and then translating that into the experiences	フィードバックを聞いたりして、 それ …を
31:45	that we then go and build for them. So, I'm excited that we're working more	私たちが彼らのために作り出す体験に反映させていくことができるからです。 ですから、 私たちがより積極的にこの問題に取り組み、これまでのような事後対応的なやり方から脱却しようとしていることに、私は興奮しています
31:49	proactively on that and moving away from the kind of historically more reactive	-
31:55	uh way of building things. So, if you're if you're watching this and you're a	。 ですから、もしあなたが この動画をご覧になっていて、すでに
32:01	Lace user or if you're watching this and you're not yet a Lace user, I encourage	Laceユーザーである場合も、 まだLaceユーザーではない場合でも、ぜひ私たちの
32:04	you to check us out on our socials. That's where we'll be publishing	ソーシャルメディアをチェックしてみてください。
32:07	information about our beta program. We're also going to be uh rolling out	ベータプログラムに関する情報は、そこで公開する予定です。 また …、
32:12	some focus groups, some targeted surveys to hear more about what people want in	人々の様々な要望をより深く理解するために、フォーカスグループや対象を絞ったアンケート調査も実施する予定です
32:18	different ways. So, just encourage everyone to to get involved and to be	。 ですから、皆さんに積極的に参加して発言していただくよう促し、私たちは皆さんの声に耳を傾け、皆さんの意見を
32:23	vocal and that just we're we're listening and that we're we're looking	-
32:27	forward to hearing what >> I would like to make an official	聞くのを楽しみにしています
32:29	suggestion if I might. >> Something I'd like to see postcarbon,	。もしよろしければ、私から正式な提案をさせていただきたいと思います。 脱炭素社会でぜひ見てみたいものです
32:33	>> please. >> I want to be able to theme my wallets	。 用途に合わせて ウォレットのテーマをカスタマイズできるようにしたい
32:35	based on what I'm using them for. Can you make that happen, sir?	。 それを実現していただけますか ？
32:38	>> What is a What does a theme look like to >> I want a big crow on my wallet because	テーマとは何ですか？テーマはどのようなものですか？ 私は自分のエゴが大きいので、財布に大きなカラスを付けたいです
32:42	my ego is so big. I want to remind myself every time I make a Cardano	。 カルダノの
32:46	transaction. >> You know, I'm being somewhat bashful,	取引をするたびに、自分自身に言い聞かせたい。 ちょっと恥ずかしいのですが、
32:50	but that's a a great use case for an LLM in a wallet. You know, Lace Lace isn't	それは財布に入ったLLMの素晴らしい活用例ですね 。 レースは、
32:56	going to Lace isn't going to create backgrounds for all the different	-
33:00	animals in the animal kingdom and everything that anyone may want. But	動物界のあらゆる動物の背景や、 誰もが望むあらゆるものを作成するわけではありません。 しかし、
33:04	it's pretty easy to say, >> "Hey, user, what do you want your theme	「ユーザーさん、
33:07	of this wallet to be?" And be like, "Crows." That's that's a that's a great	このウォレットのテーマは何にしたいですか？」と言うのはとても簡単です。 そして 「カラス」って感じで。 それは、それは、それは、法学修士（
33:10	task for an LLM. >> You know what? I won't even make it that	LLM）にとって素晴らしい課題です。 あのね？ そんなに
33:13	difficult cuz realistically I'm just thinking something that if I if I'm	難しくするつもりはないよ。現実的に考えて、
33:17	using a particular wallet it would be easier for me to not have to look up at	特定のウォレットを使っている場合に、いちいち上部を 見なくても済むように、何か便利なものがあればいいなと思ってるんだ。
33:21	the top but just something that's you know it kind of represents maybe if I'm	例えば …、
33:26	using that wallet specifically for a DeFi app or I'm using it as my you know	そのウォレットを DeFiアプリ専用に使っているとか、他の用途に使っているとか、そういうことを表してくれるようなもの。例えば、
33:30	for whatever it is but just like even a like a little selector where I can say	-
33:34	okay well there's maybe five one of five different themes or something I can pick	5つの 異なるテーマの中から選べるような小さなセレクターがあって、そのうちの
33:37	from long as one of them's crow themed and we're good. I like that.	1つがカラスのテーマだったらそれでいいんだ 。 私はそれが好きです。
33:41	>> Wendy, any feature requests, desires from from you?	ウェンディさん、何か機能に関するご要望やご希望はありますか ？
33:45	>> No, not at this time. I mean, I'm kind of taking everything in and and hearing	いいえ、現時点では予定していません。 つまり、私は あらゆることを吸収し、聞いているのですが、
33:49	and what I'm just excited that you guys are working on all the features that are	皆さんが改善が必要な すべての機能に取り組んでいることにとても興奮しています
33:52	making it like that need to be improved. And again,	。 そして、これも
33:56	it's crypto and this is like newer technology. Plus, we have like this AI	暗号通貨であり、比較的新しい 技術です。 それに、AIの
34:00	wave that kind of I mean, we knew that AI was coming, but it kind of shocked a	波のようなものがあって、 AIが来ることは分かっていたけれど、あまりにも速く進んでいるので、
34:04	lot of people, I feel like, because it's happening so fast. So, it's nice to see	多くの人が驚いたと思う 。 ですから、
34:07	that you guys are t taking the initiative to fix a lot of these things,	皆さんが 率先してこれらの問題の多くを解決しようとしているだけでなく、
34:09	but also keeping an open mind and taking suggestions and also allowing for that	柔軟な姿勢で提案を受け入れ、
34:13	program for people to come and say, "Hey, we want this. We don't like this.	人々が 「私たちはこれが欲しい。これは気に入らない。私たちにはこれが
34:16	This is what we need." And I think it's going to be I think it's a lot different	必要なんだ」と言えるようなプログラムを設けているのは素晴らしいことです。 そして、これは世に出回っている他の財布とは かなり違うものになると思います
34:19	than some of the other wallets that you see out there.	。
34:21	>> Totally. >> Thank you so much to Nate from Lace for	完全に。 Laceのネイトさん、ご出演いただき本当にありがとうございました
34:24	coming on. It was a pleasure chatting with you about everything Lace and a	。 Laceのこと、そして
34:28	little bit of Cardano and AI. Of course, it's always a pleasure with Crow.	少しだけCardanoとAIについてもお話できて楽しかったです。 もちろん、 クロウと一緒だといつも楽しい。
34:32	>> Of course, it is. [laughter] >> Thank you so much to Block 45. And if	もちろんそうです。 [笑い] Block 45 さん、本当にありがとうございました。Lace
34:35	you want to learn more about Lace, where should they go?	についてもっと知りたい方は、どこに行けば いいでしょうか？
34:37	>> If you want to find out more about Lace, you can check us out on our website,	Laceについてもっと詳しく知りたい場合は、 弊社のウェブサイト
34:40	lace.io. Uh all of our trusted official social links are there, too. So, you can	lace.io をご覧ください。 ええ、私たちが信頼する公式の ソーシャルリンクもすべてそこにありますよ。 ですから、
34:45	find us on our socials uh from our website and encourage you encourage you	当社のウェブサイトからソーシャルメディアで当社を見つけることができますので、ぜひそうすることをお勧めします
34:49	to do so.	。
34:56	>> What do you got to say about the mascot? I think I think a an iguana is a really	マスコットについて何か言いたいことはありますか？ イグアナ …を
35:02	interesting mascot choice which I love thanks to our marketing team. Um because	マスコットに選んだのは本当に面白い選択だと思います 。マーケティングチームのおかげでとても気に入っています。 ええと、なぜなら
35:07	[laughter] iguanas do two really interesting	[笑い] イグアナは2つの本当に面白い
35:09	things. >> What is that?	ことをするからです。 それは 何ですか？
35:10	>> They can lose their tail and they can regrow it.	彼らは尻尾を失っても、 再生させることができる。
35:12	>> Lizards can too. >> Yeah.	トカゲもできる。 うん。 わかった
